epoch,accuracy,loss,val_accuracy,val_loss
0,0.7760000228881836,0.6716513633728027,0.7475000023841858,0.7526782155036926
1,0.8485000133514404,0.3713514804840088,0.862500011920929,0.309935063123703
2,0.8889999985694885,0.2765973210334778,0.8662499785423279,0.31666624546051025
3,0.9010000228881836,0.2662756145000458,0.824999988079071,0.5548528432846069
4,0.9194999933242798,0.22060975432395935,0.8987500071525574,0.2715754806995392
5,0.9334999918937683,0.19624339044094086,0.9075000286102295,0.26392558217048645
6,0.9394999742507935,0.16818933188915253,0.8899999856948853,0.351393461227417
7,0.9455000162124634,0.14335747063159943,0.9100000262260437,0.3422248363494873
8,0.9559999704360962,0.11586356163024902,0.9049999713897705,0.38724860548973083
9,0.9514999985694885,0.14052903652191162,0.887499988079071,0.3804088532924652
